Fecha_Registro,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,Punto de rocío
30-junio-2025,21:48,Mayormente cubierto,17°,19 km/h,72%,1026 hPa,12°
30-junio-2025,22:45,Mayormente cubierto,17°,15 km/h,68%,1027 hPa,11°
30-junio-2025,23:47,Mayormente cubierto,16°,13 km/h,72%,1028 hPa,11°1-julio-2025,00:46,Mayormente cubierto,16°,7 km/h,77%,1028 hPa,12°
1-julio-2025,02:15,Lluvia ligera,15°,11 km/h,88%,1027 hPa,13°
1-julio-2025,02:44,Lluvia,15°,11 km/h,82%,1027 hPa,12°
1-julio-2025,02:48,Mayormente cubierto,15°,9 km/h,82%,1027 hPa,12°
1-julio-2025,06:49,Parcialmente cubierto,14°,9 km/h,88%,1027 hPa,12°
1-julio-2025,07:47,Parcialmente cubierto,15°,13 km/h,82%,1027 hPa,12°
1-julio-2025,08:45,Parcialmente cubierto,17°,15 km/h,68%,1028 hPa,11°
1-julio-2025,09:52,Parcialmente cubierto,19°,9 km/h,60%,1028 hPa,11°
1-julio-2025,10:50,Parcialmente cubierto,20°,19 km/h,56%,1028 hPa,11°
1-julio-2025,11:50,Mayormente cubierto,20°,9 km/h,56%,1028 hPa,11°
1-julio-2025,12:15,Mayormente cubierto,22°,22 km/h,50%,1027 hPa,11°
1-julio-2025,13:48,Tormenta de polvo,23°,19 km/h,44%,1027 hPa,10°
1-julio-2025,14:05,Tormenta de polvo,23°,19 > 37 km/h,44%,1027 hPa,10°
1-julio-2025,16:45,Tormenta de polvo,24°,19 km/h,38%,1025 hPa,9°
1-julio-2025,17:45,Tormenta de polvo,23°,26 km/h,41%,1025 hPa,9°
1-julio-2025,18:50,Tormenta de polvo,22°,28 km/h,41%,1025 hPa,8°
1-julio-2025,18:56,Tormenta de polvo,20°,19 km/h,60%,1026 hPa,12°
1-julio-2025,19:46,Tormenta de polvo,21°,26 km/h,43%,1026 hPa,8°
1-julio-2025,20:50,Mayormente cubierto,20°,11 km/h,46%,1027 hPa,8°
1-julio-2025,22:45,Mayormente cubierto,19°,11 km/h,52%,1028 hPa,9°
1-julio-2025,23:45,Mayormente cubierto,18°,19 km/h,64%,1029 hPa,11°
2-julio-2025,00:11,Lluvia ligera,18°,19 km/h,68%,1029 hPa,12°
2-julio-2025,00:35,Lluvia,18°,15 km/h,64%,1029 hPa,11°
2-julio-2025,00:47,Mayormente cubierto,18°,19 km/h,59%,1029 hPa,10°
2-julio-2025,06:45,Cielo cubierto,16°,6 km/h,68%,1028 hPa,10°
2-julio-2025,08:51,Mayormente cubierto,17°,11 km/h,63%,1029 hPa,10°
2-julio-2025,09:44,Mayormente cubierto,18°,7 km/h,59%,1029 hPa,10°
2-julio-2025,10:48,Mayormente cubierto,18°,13 km/h,59%,1030 hPa,10°
2-julio-2025,11:47,Mayormente cubierto,20°,11 km/h,53%,1030 hPa,10°
2-julio-2025,12:54,Mayormente cubierto,21°,7 km/h,49%,1029 hPa,10°
2-julio-2025,13:55,Mayormente cubierto,22°,15 km/h,46%,1025 hPa,10°
2-julio-2025,14:54,Tormenta de polvo,23°,19 km/h,38%,1027 hPa,8°
2-julio-2025,15:54,Tormenta de polvo,22°,19 km/h,46%,1026 hPa,10°
2-julio-2025,17:02,Tormenta de polvo,21°,19 km/h,49%,1026 hPa,10°
2-julio-2025,18:56,Tormenta de polvo,20°,19 km/h,60%,1026 hPa,12°
2-julio-2025,19:51,Mayormente cubierto,19°,15 km/h,60%,1027 hPa,11°
2-julio-2025,20:38,Lluvia ligera,18°,11 km/h,64%,1027 hPa,11°
2-julio-2025,20:52,Lluvia ligera,18°,11 km/h,64%,1028 hPa,11°
2-julio-2025,20:57,Neblina,18°,19 km/h,64%,1028 hPa,11°
2-julio-2025,21:55,Neblina,18°,11 km/h,68%,1028 hPa,12°
2-julio-2025,22:45,Mayormente cubierto,18°,13 km/h,68%,1028 hPa,12°
2-julio-2025,23:48,Cielo cubierto,18°,9 km/h,68%,1029 hPa,12°
3-julio-2025,00:46,Mayormente cubierto,17°,15 km/h,72%,1029 hPa,12°
3-julio-2025,03:49,Mayormente cubierto,16°,6 km/h,77%,1028 hPa,12°
3-julio-2025,04:48,Parcialmente cubierto,15°,En calma,88%,1028 hPa,13°
3-julio-2025,06:50,Neblina,14°,7 km/h,88%,1028 hPa,12°
3-julio-2025,08:46,Neblina,17°,7 km/h,77%,1029 hPa,13°
3-julio-2025,09:51,Neblina,19°,11 km/h,64%,1029 hPa,12°
3-julio-2025,12:55,Neblina,23°,7 km/h,47%,1028 hPa,11°
3-julio-2025,13:56,Neblina,24°,15 km/h,38%,1027 hPa,9°
3-julio-2025,14:55,Neblina,25°,19 km/h,34%,1026 hPa,8°
3-julio-2025,15:45,Neblina,26°,19 km/h,32%,1026 hPa,8°
3-julio-2025,16:45,Neblina,25°,15 km/h,32%,1025 hPa,7°
3-julio-2025,17:11,Tormenta,26°,22 km/h,28%,1025 hPa,6°
3-julio-2025,17:20,Tormenta,26°,15 km/h,30%,1024 hPa,7°
3-julio-2025,17:30,Tormenta,24°,37 km/h,36%,1024 hPa,8°
3-julio-2025,17:50,Neblina,24°,28 km/h,34%,1024 hPa,7°
3-julio-2025,18:20,Lluvia prÃ³xima,24°,15 km/h,31%,1025 hPa,6°
3-julio-2025,18:45,Lluvia prÃ³xima,24°,9 km/h,34%,1025 hPa,7°
3-julio-2025,18:50,Neblina,24°,28 km/h,38%,1026 hPa,9°
3-julio-2025,19:45,Lluvia prÃ³xima,23°,22 km/h,47%,1025 hPa,11°
3-julio-2025,21:10,Neblina,21°,19 > 37 km/h,53%,1026 hPa,11°
3-julio-2025,21:32,Neblina,21°,19 > 37 km/h,53%,1027 hPa,11°
3-julio-2025,21:45,Neblina,20°,28 > 46 km/h,60%,1027 hPa,12°
3-julio-2025,23:45,Hielo cristalizado,17°,6 km/h,68%,1030 hPa,11°
4-julio-2025,00:45,Parcialmente cubierto,17°,9 km/h,63%,1030 hPa,10°
4-julio-2025,06:47,Neblina,13°,En calma,82%,1029 hPa,10°
4-julio-2025,07:47,Neblina,14°,6 km/h,82%,1030 hPa,11°
4-julio-2025,08:46,Neblina,16°,9 km/h,77%,1031 hPa,12°
4-julio-2025,09:46,Neblina,18°,11 km/h,68%,1031 hPa,12°
4-julio-2025,10:51,Neblina,20°,9 km/h,60%,1031 hPa,12°
4-julio-2025,12:55,Neblina,22°,9 km/h,46%,1029 hPa,10°
4-julio-2025,14:46,Neblina,24°,13 km/h,36%,1028 hPa,8°
4-julio-2025,15:45,Neblina,25°,9 km/h,28%,1027 hPa,5°
4-julio-2025,16:45,Neblina,26°,13 km/h,26%,1027 hPa,5°
4-julio-2025,17:48,Neblina,26°,15 km/h,30%,1026 hPa,7°
4-julio-2025,18:49,Neblina,24°,26 km/h,38%,1026 hPa,9°
4-julio-2025,18:50,Neblina,24°,28 km/h,38%,1026 hPa,9°
4-julio-2025,18:57,Tormenta,24°,15 km/h,44%,1026 hPa,11°
4-julio-2025,19:01,Tormenta,24°,28 km/h,44%,1026 hPa,11°
4-julio-2025,19:07,Tormenta,23°,28 km/h,50%,1027 hPa,12°
4-julio-2025,19:11,Tormenta,21°,28 km/h,56%,1027 hPa,12°
4-julio-2025,19:16,Tormenta,19°,22 km/h,68%,1027 hPa,13°
4-julio-2025,19:25,Tormenta,17°,15 km/h,68%,1027 hPa,11°
4-julio-2025,19:37,Tormenta,18°,15 km/h,56%,1027 hPa,9°
4-julio-2025,19:41,Tormenta,19°,15 km/h,52%,1027 hPa,9°
4-julio-2025,19:50,Tormenta,19°,11 km/h,52%,1027 hPa,9°
4-julio-2025,20:20,Neblina,20°,19 km/h,60%,1027 hPa,12°
4-julio-2025,20:41,Lluvia prÃ³xima,20°,15 km/h,60%,1027 hPa,12°
4-julio-2025,20:50,Neblina,20°,15 km/h,60%,1027 hPa,12°
4-julio-2025,21:15,Neblina,20°,11 km/h,60%,1028 hPa,12°
4-julio-2025,22:45,Parcialmente cubierto,20°,7 km/h,49%,1029 hPa,9°
4-julio-2025,23:34,Neblina,18°,7 km/h,68%,1030 hPa,12°
4-julio-2025,23:46,Neblina,18°,En calma,68%,1030 hPa,12°
5-julio-2025,00:50,Neblina,18°,13 km/h,68%,1030 hPa,12°
5-julio-2025,01:45,Neblina,18°,11 km/h,68%,1030 hPa,12°
5-julio-2025,03:47,Neblina,17°,7 km/h,68%,1028 hPa,11°
5-julio-2025,04:45,Neblina,15°,7 km/h,82%,1028 hPa,12°
5-julio-2025,04:48,Neblina,14°,7 km/h,82%,1028 hPa,11°
5-julio-2025,06:49,Neblina,14°,7 km/h,77%,1029 hPa,10°
5-julio-2025,08:09,Neblina,16°,6 km/h,72%,1029 hPa,11°
5-julio-2025,08:50,Neblina,17°,En calma,63%,1029 hPa,10°
5-julio-2025,10:45,Neblina,20°,7 km/h,60%,1030 hPa,12°
5-julio-2025,11:50,Neblina,21°,6 km/h,56%,1029 hPa,12°
5-julio-2025,12:40,Neblina,23°,En calma,53%,1029 hPa,13°
5-julio-2025,12:45,Neblina,23°,15 km/h,50%,1029 hPa,12°
5-julio-2025,13:30,Neblina,25°,15 km/h,28%,1028 hPa,5°
5-julio-2025,13:45,Neblina,25°,22 km/h,32%,1028 hPa,7°
5-julio-2025,15:45,Neblina,26°,22 km/h,32%,1026 hPa,8°
5-julio-2025,16:50,Neblina,26°,22 km/h,32%,1025 hPa,8°
5-julio-2025,16:51,Neblina,26°,22 km/h,32%,1025 hPa,8°
5-julio-2025,17:14,Neblina,24°,37 km/h,44%,1025 hPa,11°
5-julio-2025,17:22,Neblina,24°,19 > 37 km/h,47%,1025 hPa,12°
5-julio-2025,17:45,Lluvia prÃ³xima,24°,28 km/h,47%,1025 hPa,12°
5-julio-2025,18:20,Lluvia prÃ³xima,24°,19 km/h,44%,1025 hPa,11°
5-julio-2025,18:29,Tormenta,22°,37 km/h,43%,1026 hPa,9°
5-julio-2025,18:40,Tormenta,20°,19 > 37 km/h,56%,1025 hPa,11°
5-julio-2025,18:50,Tormenta,20°,19 > 37 km/h,56%,1026 hPa,11°
5-julio-2025,19:02,Tormenta,20°,37 km/h,53%,1026 hPa,10°
5-julio-2025,19:13,Tormenta,19°,28 > 46 km/h,52%,1026 hPa,9°
5-julio-2025,19:33,Tormenta,17°,19 km/h,72%,1027 hPa,12°
5-julio-2025,19:55,Tormenta,18°,28 km/h,64%,1027 hPa,11°
5-julio-2025,20:10,Neblina,18°,19 km/h,64%,1027 hPa,11°
5-julio-2025,20:45,Neblina,18°,11 km/h,68%,1027 hPa,12°
5-julio-2025,20:50,Neblina,18°,9 km/h,68%,1027 hPa,12°
5-julio-2025,23:46,Despejado,17°,7 km/h,59%,1029 hPa,9°
6-julio-2025,06:46,Neblina,13°,9 km/h,82%,1027 hPa,10°
6-julio-2025,08:53,Neblina,15°,9 km/h,72%,1029 hPa,10°
6-julio-2025,09:48,Neblina,18°,En calma,64%,1029 hPa,11°
6-julio-2025,10:52,Neblina,20°,7 km/h,56%,1029 hPa,11°
6-julio-2025,11:53,Neblina,21°,En calma,49%,1029 hPa,10°
6-julio-2025,12:53,Neblina,22°,9 km/h,46%,1028 hPa,10°
6-julio-2025,14:52,Neblina,24°,19 km/h,36%,1027 hPa,8°
6-julio-2025,15:25,Lluvia prÃ³xima,24°,19 > 37 km/h,38%,1026 hPa,9°
6-julio-2025,15:50,Lluvia prÃ³xima,25°,28 km/h,36%,1025 hPa,9°
6-julio-2025,16:48,Lluvia prÃ³xima,23°,19 > 37 km/h,38%,1025 hPa,8°
6-julio-2025,16:50,Lluvia prÃ³xima,23°,28 km/h,41%,1025 hPa,9°
6-julio-2025,16:56,Lluvia prÃ³xima,23°,19 > 37 km/h,41%,1025 hPa,9°
6-julio-2025,17:25,Lluvia prÃ³xima,21°,37 km/h,46%,1026 hPa,9°
6-julio-2025,17:35,Tormenta,20°,37 km/h,46%,1026 hPa,8°
6-julio-2025,17:45,Tormenta,19°,37 km/h,49%,1026 hPa,8°
6-julio-2025,17:57,Lluvia prÃ³xima,19°,28 km/h,49%,1026 hPa,8°
6-julio-2025,18:26,Tormenta,19°,19 km/h,56%,1026 hPa,10°
6-julio-2025,18:45,Tormenta,19°,11 km/h,60%,1026 hPa,11°
6-julio-2025,19:03,Lluvia prÃ³xima,19°,19 km/h,52%,1027 hPa,9°
6-julio-2025,19:16,Lluvia ligera,19°,19 km/h,52%,1027 hPa,9°
6-julio-2025,19:41,Lluvia,17°,19 km/h,68%,1028 hPa,11°
6-julio-2025,19:48,Lluvia,16°,22 km/h,68%,1028 hPa,10°
6-julio-2025,20:20,Lluvia prÃ³xima,16°,22 km/h,68%,1027 hPa,10°
6-julio-2025,20:50,Lluvia prÃ³xima,16°,19 km/h,68%,1028 hPa,10°
6-julio-2025,21:45,Neblina,16°,9 km/h,68%,1029 hPa,10°
6-julio-2025,23:50,Mayormente cubierto,15°,7 km/h,77%,1029 hPa,11°
7-julio-2025,00:49,Tormenta de polvo,14°,9 km/h,77%,1029 hPa,10°
7-julio-2025,02:49,Neblina,14°,11 km/h,82%,1028 hPa,11°
7-julio-2025,03:48,Neblina,14°,En calma,77%,1028 hPa,10°
7-julio-2025,05:47,Neblina,14°,7 km/h,82%,1028 hPa,11°
7-julio-2025,06:46,Neblina,14°,7 km/h,77%,1028 hPa,10°
7-julio-2025,07:45,Neblina,14°,En calma,77%,1029 hPa,10°
7-julio-2025,08:45,Neblina,15°,En calma,72%,1029 hPa,10°
7-julio-2025,09:48,Neblina,17°,7 km/h,68%,1030 hPa,11°
7-julio-2025,10:50,Neblina,19°,7 km/h,56%,1030 hPa,10°
7-julio-2025,13:57,Neblina,22°,15 km/h,43%,1028 hPa,9°
7-julio-2025,14:48,Neblina,23°,19 km/h,36%,1027 hPa,7°
7-julio-2025,15:45,Neblina,23°,22 km/h,36%,1026 hPa,7°
7-julio-2025,16:12,Tormenta,23°,26 km/h,41%,1026 hPa,9°
7-julio-2025,16:25,Tormenta,22°,37 km/h,38%,1026 hPa,7°
7-julio-2025,16:30,Tormenta,20°,46 km/h,53%,1026 hPa,10°
7-julio-2025,17:10,Neblina,19°,28 km/h,56%,1026 hPa,10°
7-julio-2025,17:30,Tormenta,19°,28 km/h,56%,1027 hPa,10°
7-julio-2025,17:45,Tormenta,18°,28 km/h,59%,1027 hPa,10°
7-julio-2025,18:36,Neblina,18°,19 km/h,59%,1027 hPa,10°
7-julio-2025,18:50,Neblina,18°,19 km/h,59%,1027 hPa,10°
7-julio-2025,18:56,Mayormente cubierto,22°,30 km/h,43%,1026 hPa,9°
7-julio-2025,19:16,Lluvia prÃ³xima,17°,19 km/h,68%,1027 hPa,11°
7-julio-2025,19:50,Lluvia prÃ³xima,17°,19 km/h,63%,1028 hPa,10°
7-julio-2025,20:50,Neblina,17°,11 km/h,68%,1029 hPa,11°
7-julio-2025,22:45,Neblina,17°,11 km/h,63%,1030 hPa,10°
7-julio-2025,23:45,Tormenta de polvo,16°,11 km/h,68%,1030 hPa,10°
8-julio-2025,00:46,Neblina,16°,9 km/h,68%,1030 hPa,10°
8-julio-2025,01:46,Neblina,16°,7 km/h,68%,1030 hPa,10°
8-julio-2025,08:47,Neblina,15°,11 km/h,77%,1031 hPa,11°
8-julio-2025,09:57,Neblina,17°,11 km/h,68%,1031 hPa,11°
8-julio-2025,10:31,Neblina,18°,En calma,64%,1031 hPa,11°
8-julio-2025,10:47,Neblina,19°,En calma,60%,1031 hPa,11°
8-julio-2025,11:51,Neblina,20°,7 km/h,53%,1030 hPa,10°
8-julio-2025,12:54,Neblina,22°,7 km/h,41%,1030 hPa,8°
8-julio-2025,12:56,Neblina,22°,15 km/h,43%,1030 hPa,9°
8-julio-2025,13:51,Neblina,23°,15 km/h,41%,1029 hPa,9°
8-julio-2025,14:45,Neblina,23°,15 km/h,33%,1028 hPa,6°
8-julio-2025,15:52,Neblina,24°,19 km/h,31%,1027 hPa,6°
8-julio-2025,16:56,Tormenta de polvo,24°,22 km/h,29%,1026 hPa,5°
8-julio-2025,17:52,Mayormente cubierto,23°,26 km/h,33%,1025 hPa,6°
8-julio-2025,18:56,Mayormente cubierto,22°,30 km/h,43%,1026 hPa,9°
8-julio-2025,19:43,Tormenta de polvo,20°,22 km/h,46%,1027 hPa,8°
8-julio-2025,19:51,Tormenta de polvo,19°,22 km/h,49%,1027 hPa,8°
8-julio-2025,20:52,Parcialmente cubierto,18°,19 km/h,52%,1028 hPa,8°
8-julio-2025,21:53,Parcialmente cubierto,17°,19 km/h,52%,1029 hPa,7°
9-julio-2025,00:47,Mayormente cubierto,15°,11 km/h,67%,1030 hPa,9°
9-julio-2025,03:45,Cielo cubierto,14°,9 km/h,72%,1028 hPa,9°
9-julio-2025,04:50,Cielo cubierto,14°,6 km/h,72%,1029 hPa,9°
9-julio-2025,05:44,Neblina,14°,En calma,72%,1029 hPa,9°
9-julio-2025,06:47,Neblina,14°,7 km/h,77%,1029 hPa,10°
9-julio-2025,07:46,Neblina,14°,15 km/h,77%,1029 hPa,10°
9-julio-2025,09:48,Neblina,17°,9 km/h,55%,1031 hPa,8°
9-julio-2025,11:45,Neblina,19°,26 km/h,32%,1031 hPa,2°
9-julio-2025,12:45,Neblina,19°,19 km/h,32%,1031 hPa,2°
9-julio-2025,13:51,Neblina,20°,11 km/h,32%,1030 hPa,3°
9-julio-2025,14:04,Neblina,20°,11 km/h,30%,1030 hPa,2°
9-julio-2025,15:53,Neblina,20°,19 km/h,35%,1029 hPa,4°
9-julio-2025,16:51,Neblina,20°,15 km/h,32%,1029 hPa,3°
9-julio-2025,17:49,Neblina,19°,19 km/h,34%,1028 hPa,3°
9-julio-2025,18:50,Lluvia prÃ³xima,20°,19 km/h,53%,1027 hPa,10°
9-julio-2025,18:55,Neblina,19°,19 km/h,37%,1028 hPa,4°
9-julio-2025,19:53,Neblina,18°,15 km/h,42%,1028 hPa,5°
9-julio-2025,20:45,Neblina,17°,19 km/h,48%,1029 hPa,6°
9-julio-2025,21:56,Neblina,17°,19 km/h,48%,1030 hPa,6°
9-julio-2025,22:46,Neblina,17°,15 km/h,55%,1030 hPa,8°
9-julio-2025,23:45,Neblina,16°,9 km/h,63%,1030 hPa,9°
10-julio-2025,00:50,Parcialmente cubierto,16°,4 km/h,59%,1030 hPa,8°
10-julio-2025,02:45,Neblina,14°,7 km/h,67%,1029 hPa,8°
10-julio-2025,03:45,Neblina,13°,7 km/h,67%,1029 hPa,7°
10-julio-2025,06:47,Neblina,11°,6 km/h,82%,1029 hPa,8°
10-julio-2025,07:47,Neblina,12°,9 km/h,82%,1030 hPa,9°
10-julio-2025,08:50,Neblina,14°,7 km/h,72%,1030 hPa,9°
10-julio-2025,09:51,Neblina,15°,7 km/h,72%,1031 hPa,10°
10-julio-2025,10:54,Neblina,17°,7 km/h,55%,1031 hPa,8°
10-julio-2025,11:36,Neblina,19°,En calma,52%,1031 hPa,9°
10-julio-2025,11:46,Neblina,20°,11 km/h,53%,1031 hPa,10°
10-julio-2025,12:54,Neblina,21°,19 km/h,49%,1030 hPa,10°
10-julio-2025,13:51,Neblina,22°,7 km/h,43%,1029 hPa,9°
10-julio-2025,14:47,Neblina,23°,15 km/h,41%,1028 hPa,9°
10-julio-2025,15:47,Lluvia prÃ³xima,23°,15 km/h,38%,1027 hPa,8°
10-julio-2025,16:16,Tormenta,21°,28 km/h,46%,1027 hPa,9°
10-julio-2025,16:38,Tormenta,20°,19 km/h,56%,1027 hPa,11°
10-julio-2025,17:30,Lluvia prÃ³xima,19°,19 km/h,60%,1026 hPa,11°
10-julio-2025,17:50,Lluvia prÃ³xima,19°,19 km/h,56%,1026 hPa,10°
10-julio-2025,18:31,Lluvia prÃ³xima,19°,15 km/h,60%,1026 hPa,11°
10-julio-2025,18:50,Lluvia prÃ³xima,20°,19 km/h,53%,1027 hPa,10°
10-julio-2025,19:01,Lluvia prÃ³xima,19°,28 > 46 km/h,56%,1027 hPa,10°
10-julio-2025,19:16,Lluvia prÃ³xima,17°,37 km/h,63%,1027 hPa,10°
10-julio-2025,19:33,Tormenta,17°,19 > 37 km/h,68%,1028 hPa,11°
10-julio-2025,19:43,Tormenta,16°,19 km/h,72%,1029 hPa,11°
10-julio-2025,19:50,Tormenta,15°,28 km/h,82%,1029 hPa,12°
10-julio-2025,19:52,Tormenta,15°,28 km/h,82%,1029 hPa,12°
10-julio-2025,20:04,Tormenta,13°,28 km/h,94%,1029 hPa,12°
10-julio-2025,20:15,Tormenta,13°,22 km/h,94%,1029 hPa,12°
10-julio-2025,20:37,Tormenta,13°,19 km/h,94%,1030 hPa,12°
10-julio-2025,20:58,Tormenta,13°,13 km/h,94%,1030 hPa,12°
10-julio-2025,21:52,Lluvia ligera,13°,9 km/h,94%,1031 hPa,12°
10-julio-2025,21:53,Lluvia ligera,13°,13 km/h,94%,1031 hPa,12°
10-julio-2025,22:15,Neblina,13°,9 km/h,94%,1031 hPa,12°
11-julio-2025,00:52,Neblina,14°,7 km/h,82%,1031 hPa,11°
11-julio-2025,05:47,Neblina,14°,7 km/h,88%,1029 hPa,12°
11-julio-2025,06:50,Neblina,13°,6 km/h,94%,1029 hPa,12°
11-julio-2025,08:45,Neblina,15°,En calma,82%,1030 hPa,12°
11-julio-2025,09:46,Neblina,16°,6 km/h,77%,1031 hPa,12°
11-julio-2025,09:49,Neblina,16°,En calma,72%,1031 hPa,11°
11-julio-2025,10:46,Neblina,17°,En calma,63%,1031 hPa,10°
11-julio-2025,10:48,Neblina,17°,En calma,63%,1031 hPa,10°
11-julio-2025,11:43,Neblina,19°,7 km/h,60%,1031 hPa,11°
11-julio-2025,11:45,Neblina,19°,7 km/h,60%,1031 hPa,11°
11-julio-2025,12:52,Neblina,20°,En calma,56%,1030 hPa,11°
11-julio-2025,13:47,Neblina,20°,6 km/h,56%,1029 hPa,11°
11-julio-2025,14:45,Neblina,21°,En calma,46%,1028 hPa,9°
11-julio-2025,14:47,Neblina,22°,En calma,43%,1028 hPa,9°
11-julio-2025,16:45,Tormenta,22°,11 km/h,41%,1027 hPa,8°
11-julio-2025,17:05,Lluvia prÃ³xima,21°,9 km/h,49%,1026 hPa,10°
11-julio-2025,17:46,Lluvia prÃ³xima,21°,19 km/h,49%,1026 hPa,10°
11-julio-2025,18:46,Lluvia prÃ³xima,21°,9 km/h,46%,1027 hPa,9°
11-julio-2025,18:51,Lluvia prÃ³xima,20°,11 km/h,46%,1027 hPa,8°
11-julio-2025,19:37,Tormenta,19°,19 km/h,56%,1028 hPa,10°
11-julio-2025,19:45,Lluvia prÃ³xima,18°,19 km/h,59%,1028 hPa,10°
11-julio-2025,19:54,Tormenta,18°,15 km/h,64%,1028 hPa,11°
11-julio-2025,20:07,Neblina,17°,19 km/h,72%,1028 hPa,12°
11-julio-2025,20:33,Tormenta,16°,15 km/h,77%,1029 hPa,12°
11-julio-2025,20:45,Tormenta,16°,15 km/h,77%,1029 hPa,12°
11-julio-2025,22:40,Lluvia,15°,9 km/h,82%,1030 hPa,12°
12-julio-2025,00:48,Neblina,15°,6 km/h,77%,1030 hPa,11°
12-julio-2025,01:46,Neblina,14°,9 km/h,88%,1029 hPa,12°
12-julio-2025,06:49,Neblina,14°,En calma,88%,1029 hPa,12°
12-julio-2025,07:45,Neblina,15°,4 km/h,82%,1029 hPa,12°
12-julio-2025,08:10,Neblina,15°,En calma,82%,1030 hPa,12°
12-julio-2025,11:42,Neblina,19°,7 km/h,64%,1031 hPa,12°
12-julio-2025,11:45,Neblina,19°,9 km/h,68%,1031 hPa,13°
12-julio-2025,12:45,Neblina,19°,9 km/h,64%,1030 hPa,12°
12-julio-2025,14:08,Neblina,22°,4 km/h,46%,1029 hPa,10°
12-julio-2025,14:45,Tormenta de polvo,23°,6 km/h,44%,1028 hPa,10°
12-julio-2025,15:50,Neblina,23°,6 km/h,38%,1027 hPa,8°
12-julio-2025,16:45,Lluvia prÃ³xima,23°,22 km/h,44%,1026 hPa,10°
12-julio-2025,17:31,Tormenta,22°,28 km/h,46%,1025 hPa,10°
12-julio-2025,17:46,Tormenta,22°,28 km/h,46%,1025 hPa,10°
12-julio-2025,18:05,Lluvia prÃ³xima,22°,19 km/h,41%,1026 hPa,8°
12-julio-2025,18:35,Tormenta,20°,30 km/h,60%,1026 hPa,12°
12-julio-2025,18:45,Tormenta,23°,19 > 37 km/h,38%,1025 hPa,8°
12-julio-2025,18:48,Tormenta,18°,28 km/h,68%,1026 hPa,12°
12-julio-2025,18:50,Tormenta,18°,22 km/h,68%,1026 hPa,12°
12-julio-2025,19:08,Lluvia prÃ³xima,17°,19 km/h,72%,1026 hPa,12°
12-julio-2025,19:21,Tormenta,17°,19 km/h,72%,1026 hPa,12°
12-julio-2025,19:45,Tormenta,18°,19 km/h,73%,1027 hPa,13°
12-julio-2025,20:02,Lluvia prÃ³xima,17°,19 km/h,72%,1027 hPa,12°
12-julio-2025,20:35,Lluvia prÃ³xima,17°,22 km/h,72%,1028 hPa,12°
12-julio-2025,20:50,Tormenta,16°,19 km/h,77%,1029 hPa,12°
12-julio-2025,22:13,Tormenta,15°,19 km/h,82%,1030 hPa,12°
12-julio-2025,22:26,Tormenta,15°,15 km/h,82%,1031 hPa,12°
12-julio-2025,23:41,Neblina,15°,11 km/h,82%,1031 hPa,12°
12-julio-2025,23:45,Neblina,15°,11 km/h,82%,1031 hPa,12°
13-julio-2025,00:01,Neblina,15°,9 km/h,82%,1031 hPa,12°
13-julio-2025,01:45,Neblina,15°,7 km/h,82%,1030 hPa,12°
13-julio-2025,01:53,Lluvia ligera,15°,6 km/h,82%,1030 hPa,12°
13-julio-2025,03:08,Neblina,14°,15 km/h,88%,1029 hPa,12°
13-julio-2025,03:48,Neblina,14°,6 km/h,82%,1029 hPa,11°
13-julio-2025,06:50,Neblina,13°,6 km/h,88%,1029 hPa,11°
13-julio-2025,07:46,Neblina,14°,7 km/h,88%,1029 hPa,12°
13-julio-2025,08:55,Neblina,15°,7 km/h,82%,1030 hPa,12°
13-julio-2025,09:49,Neblina,17°,En calma,72%,1030 hPa,12°
13-julio-2025,10:52,Neblina,19°,En calma,60%,1030 hPa,11°
13-julio-2025,11:48,Neblina,20°,9 km/h,56%,1030 hPa,11°
13-julio-2025,12:55,Neblina,21°,7 km/h,46%,1029 hPa,9°
13-julio-2025,14:49,Neblina,23°,11 km/h,38%,1028 hPa,8°
13-julio-2025,15:45,Neblina,24°,15 km/h,41%,1027 hPa,10°
13-julio-2025,16:50,Neblina,24°,15 km/h,38%,1026 hPa,9°
13-julio-2025,18:30,Tormenta,24°,37 km/h,38%,1025 hPa,9°
13-julio-2025,18:45,Tormenta,23°,19 > 37 km/h,38%,1025 hPa,8°
13-julio-2025,18:50,Tormenta,18°,22 km/h,64%,1027 hPa,11°
13-julio-2025,19:45,Lluvia prÃ³xima,22°,15 km/h,46%,1026 hPa,10°
13-julio-2025,20:15,Neblina,22°,19 km/h,46%,1026 hPa,10°
13-julio-2025,20:50,Neblina,21°,19 km/h,46%,1027 hPa,9°
13-julio-2025,22:45,Neblina,18°,19 km/h,68%,1028 hPa,12°
13-julio-2025,22:50,Neblina,18°,19 km/h,68%,1028 hPa,12°
14-julio-2025,03:46,Neblina,16°,6 km/h,82%,1028 hPa,13°
14-julio-2025,06:18,Lluvia ligera,16°,6 km/h,82%,1029 hPa,13°
14-julio-2025,06:33,Lluvia,15°,4 km/h,88%,1029 hPa,13°
14-julio-2025,06:44,Lluvia ligera,15°,6 km/h,88%,1029 hPa,13°
14-julio-2025,06:51,Lluvia ligera,15°,4 km/h,88%,1029 hPa,13°
14-julio-2025,07:06,Lluvia,15°,En calma,88%,1029 hPa,13°
14-julio-2025,07:30,Lluvia ligera,15°,En calma,94%,1029 hPa,14°
